Eviction ID,Address,Neighborhoods - Analysis Boundaries
E981841,1700 Block Of Dolores  Street,Glen Park
E981839,100 Block Of Haight  Street,Hayes Valley
E981834,1800 Block Of 27th  Avenue,Sunset/Parkside
E981837,1700 Block Of Sanchez  Street,Glen Park
E981835,1300 Block Of Florida  Street,Mission
E981843,200 Block Of Concord  Street,Excelsior
E981842,1200 Block Of 8th  Avenue,Inner Sunset
E981833,800 Block Of Ocean  Avenue,Oceanview/Merced/Ingleside
E981836,800 Block Of Guerrero  Street,Mission
E981830,1200 Block Of 17th  Avenue,Inner Sunset
E981828,3200 Block Of 20th  Street,Mission
E981823,2400 Block Of Washington  Street,Pacific Heights
E981831,1000 Block Of Pine  Street,Nob Hill
E981827,3200 Block Of 20th  Street,Mission
E981825,200 Block Of Hamilton  Street,Portola
E981820,800 Block Of Jamestown,
E981824,1500 Block Of 38th  Avenue,Sunset/Parkside
E981832,900 Block Of Green  Street,Nob Hill
E981822,300 Block Of Arballo  Drive,Lakeshore
E981826,1400 Block Of Clayton  Street,Castro/Upper Market
E981821,400 Block Of Lombard  Street,North Beach
E981829,500 Block Of Buena Vista  West,
E981811,900 Block Of San Jose  Avenue,Glen Park
E981812,900 Block Of San Jose  Avenue,Glen Park
E981816,400 Block Of Ellis  Street,Tenderloin
E981813,2300 Block Of Folsom  Street,Mission
E981819,100 Block Of Warren  Drive,Inner Sunset
E981810,0 Block Of Oakwood  Street,Mission
E981815,2900 Block Of San Bruno  Avenue,Portola
E981817,800 Block Of 44th  Avenue,Outer Richmond
E981814,100 Block Of College  Avenue,Bernal Heights
E981818,500 Block Of Vallejo  Street,North Beach
E981809,2400 Block Of 46th  Avenue,Sunset/Parkside
E981793,2900 Block Of California  Street,Pacific Heights
E981805,400 Block Of Alvarado  Street,Noe Valley
E981792,800 Block Of Leavenworth  Street,Nob Hill
E981807,500 Block Of 2nd  Avenue,Inner Richmond
E981802,3100 Block Of San Bruno  Avenue,Portola
E981803,1500 Block Of Sanchez  Street,Noe Valley
E981806,1400 Block Of Underwood  Avenue,Bayview Hunters Point
E981808,3300 Block Of Mission  Street,Bernal Heights
E981804,1900 Block Of Mcallister  Street,Lone Mountain/USF
E981798,700 Block Of Gonzalez  Drive,Lakeshore
E981789,7000 Block Of California  Street,Outer Richmond
E981788,0 Block Of Arlington  Street,Glen Park
E981799,1200 Block Of Page  Street,Haight Ashbury
E981791,3600 Block Of 19th  Street,Mission
E981794,400 Block Of 29th  Street,Noe Valley
E981790,3600 Block Of 19th  Street,Mission
E981797,0 Block Of Harris  Place,Marina
E981800,2400 Block Of Quintara  Street,Sunset/Parkside
E981786,1700 Block Of Alabama  Street,Bernal Heights
E981795,2500 Block Of Polk  Street,Russian Hill
E981801,300 Block Of 24th  Avenue,Outer Richmond
E981787,800 Block Of 27th  Avenue,Outer Richmond
E981796,1400 Block Of Hayes  Street,Hayes Valley
E981779,700 Block Of Capp  Street,Mission
E981777,400 Block Of San Bruno  Avenue,Potrero Hill
E981773,1800 Block Of Union  Street,Marina
E981783,1100 Block Of Greenwich  Street,Russian Hill
E981768,1500 Block Of California  Street,Nob Hill
E981769,1400 Block Of 34th  Avenue,Sunset/Parkside
E981774,1100 Block Of Chestnut  Street,Russian Hill
E981780,2500 Block Of Pine  Street,Pacific Heights
E981775,1000 Block Of Broadway,Nob Hill
E981784,500 Block Of Faxon  Street,
E981785,112900 Block Of Church  Street,Noe Valley
E981767,2900 Block Of Folsom  Street,Mission
E981782,0 Block Of Rice  Street,Outer Mission
E981765,800 Block Of Valencia  Street,Mission
E981776,700 Block Of Bay  Street,Russian Hill
E981778,1600 Block Of Church  Street,Noe Valley
E981766,800 Block Of Union  Street,Russian Hill
E981781,3300 Block Of 20th  Street,Mission
E981770,300 Block Of Waller  Street,Hayes Valley
E981772,100 Block Of Eureka  Street,Castro/Upper Market
E981764,1500 Block Of Grove  Street,Lone Mountain/USF
E981757,6900 Block Of California  Street,Outer Richmond
E982057,100 Block Of Albion  Street,Mission
E981760,700 Block Of Hayes  Street,Hayes Valley
E981761,0 Block Of Monterey  Boulevard,West of Twin Peaks
E981758,6900 Block Of California  Street,Outer Richmond
E981762,200 Block Of San Jose  Avenue,Mission
E981759,300 Block Of Hamilton  Street,Portola
E981755,200 Block Of Saint Charles  Avenue,Oceanview/Merced/Ingleside
E981749,600 Block Of Cortland  Avenue,Bernal Heights
E981747,6200 Block Of 3rd  Street,Bayview Hunters Point
E981751,100 Block Of Judah  Street,Inner Sunset
E981742,1200 Block Of Jackson  Street,Nob Hill
E981746,800 Block Of Ingerson  Avenue,Bayview Hunters Point
E981753,700 Block Of 21st  Avenue,Outer Richmond
E981750,1000 Block Of Broadway,Nob Hill
E981745,1300 Block Of Shafter  Avenue,Bayview Hunters Point
E981754,0 Block Of Cayuga  Avenue,Outer Mission
E981752,500 Block Of 29th  Street,Noe Valley
E981763,0 Block Of Laussat  Street,Hayes Valley
E981748,300 Block Of Front  Boulevard,
E981756,2800 Block Of Lyon  Street,Marina
E981734,1100 Block Of Geneva  Avenue,Excelsior
E981743,1200 Block Of Girard  Street,Visitacion Valley
E981740,1800 Block Of Pacific  Avenue,Pacific Heights
E981741,200 Block Of Claremont  Boulevard,West of Twin Peaks
E981735,0 Block Of Esquina  Drive,Visitacion Valley
E981732,800 Block Of Ingerson  Avenue,Bayview Hunters Point
E981731,6200 Block Of 3rd  Street,Bayview Hunters Point
E981738,1200 Block Of 3rd  Avenue,Inner Sunset
E981733,1100 Block Of Geneva  Avenue,Excelsior
E981739,1200 Block Of 3rd  Avenue,Inner Sunset
E981737,1200 Block Of 3rd  Avenue,Inner Sunset
E981744,1200 Block Of Girard  Street,Visitacion Valley
E981729,1600 Block Of 21st  Avenue,Sunset/Parkside
E981736,1200 Block Of 3rd  Avenue,Inner Sunset
E981730,1300 Block Of Lombard  Street,Russian Hill
E981728,2700 Block Of Lombard  Street,Marina
E981719,800 Block Of Hayes  Street,Hayes Valley
E981723,400 Block Of Connecticut  Street,Potrero Hill
E981722,800 Block Of Harrison  Street,South of Market
E981718,700 Block Of 19th  Avenue,Outer Richmond
E981721,100 Block Of Garrison  Avenue,Visitacion Valley
E981726,200 Block Of Virginia  Avenue,Bernal Heights
E981716,400 Block Of 32nd  Avenue,Outer Richmond
E981724,900 Block Of Guerrero  Street,Mission
E981725,900 Block Of Guerrero  Street,Mission
E981720,2600 Block Of 21st  Street,Potrero Hill
E981727,2800 Block Of Baker  Street,Marina
E981713,100 Block Of Park  Street,Bernal Heights
E981717,100 Block Of Judah  Street,Inner Sunset
E981714,100 Block Of Fair Oaks  Street,Mission
E981711,2700 Block Of 22nd  Street,Mission
E981715,300 Block Of Frederick  Street,Haight Ashbury
E981712,2700 Block Of 22nd  Street,Mission
E981708,100 Block Of Gennessee  Street,West of Twin Peaks
E981710,300 Block Of Sanchez  Street,Castro/Upper Market
E981709,0 Block Of Tomaso  Court,Visitacion Valley
E981706,3000 Block Of Anza  Street,Outer Richmond
E981704,500 Block Of 37th  Avenue,Outer Richmond
E981693,700 Block Of 49th  Avenue,
E981692,2600 Block Of 23rd  Street,Mission
E981694,700 Block Of 48th  Avenue,Outer Richmond
E981705,3700 Block Of Cesar Chavez  Street,Noe Valley
E981691,0 Block Of Toyon  Lane,Excelsior
E981701,400 Block Of 12th  Avenue,Inner Richmond
E981695,0 Block Of Laussat  Street,Hayes Valley
E981697,300 Block Of Silliman  Street,Portola
E981707,200 Block Of Pixley  Street,Marina
E981702,400 Block Of Gough  Street,Hayes Valley
E981699,400 Block Of Day  Street,Noe Valley
E981703,600 Block Of 5th  Avenue,Inner Richmond
E981700,1000 Block Of Geneva  Avenue,Excelsior
E981696,3900 Block Of 23rd  Street,Noe Valley
E981698,2200 Block Of Union  Street,Marina
E981685,0 Block Of Diaz  Avenue,Lakeshore
E981689,2100 Block Of 33rd  Avenue,Sunset/Parkside
E981671,1100 Block Of Dolores  Street,Mission
E981674,3700 Block Of 20th  Street,Mission
E981678,500 Block Of Divisadero  Street,Hayes Valley
E981679,500 Block Of Divisadero  Street,Hayes Valley
E981681,2400 Block Of Harrison  Street,Mission
E981680,2700 Block Of California  Street,Pacific Heights
E981690,900 Block Of De Haro  Street,Potrero Hill
E981667,0 Block Of Mill  Street,Visitacion Valley
E981668,800 Block Of Gonzalez  Drive,Lakeshore
E981684,0 Block Of Chumasero  Drive,Lakeshore
E981677,500 Block Of Divisadero  Street,Hayes Valley
E981672,300 Block Of Arkansas  Street,Potrero Hill
E981675,500 Block Of Divisadero  Street,Hayes Valley
E981687,2200 Block Of Sacramento  Street,Pacific Heights
E981688,1700 Block Of 42nd  Avenue,Sunset/Parkside
E981686,400 Block Of 25th  Avenue,Outer Richmond
E981683,1800 Block Of Taylor  Street,Russian Hill
E981682,1400 Block Of 23rd  Avenue,Sunset/Parkside
E981669,1100 Block Of Geneva  Avenue,Excelsior
E981673,500 Block Of Divisadero  Street,Hayes Valley
E981670,300 Block Of Arkansas  Street,Potrero Hill
E981676,500 Block Of Divisadero  Street,Hayes Valley
E981664,400 Block Of Argonaut  Avenue,Visitacion Valley
E981665,2000 Block Of 19th  Avenue,Sunset/Parkside
E981666,700 Block Of Post  Street,Nob Hill
E981663,600 Block Of Oak  Street,Hayes Valley
E981662,0 Block Of Neptune  Street,Bayview Hunters Point
E981655,2800 Block Of Lyon  Street,Marina
E981656,2000 Block Of Green  Street,Marina
E981660,1100 Block Of Church  Street,Noe Valley
E981659,300 Block Of Frederick  Street,Haight Ashbury
E981661,900 Block Of Hayes  Street,Hayes Valley
E981658,300 Block Of Frederick  Street,Haight Ashbury
E981657,1200 Block Of Guerrero  Street,Mission
E981646,400 Block Of Ellis  Street,Tenderloin
E981654,400 Block Of Lakeview  Avenue,Oceanview/Merced/Ingleside
E981647,300 Block Of Silliman  Street,Portola
E981652,1700 Block Of Quesada  Avenue,Bayview Hunters Point
E981653,0 Block Of Pinto  Avenue,Lakeshore
E981649,0 Block Of Chumasero  Drive,Lakeshore
E981650,4000 Block Of 18th  Street,Castro/Upper Market
E981632,400 Block Of Hyde  Street,Tenderloin
E981637,300 Block Of Hanover  Street,Excelsior
E981629,900 Block Of Jackson  Street,Chinatown
E981634,200 Block Of Mangels  Street,
E981633,300 Block Of Turk  Street,Tenderloin
E981643,700 Block Of Geary  Street,Tenderloin
E981644,500 Block Of 47th  Avenue,Outer Richmond
E981639,900 Block Of Steiner  Street,Western Addition
E981638,500 Block Of 30th  Street,Noe Valley
E981645,1400 Block Of 21st  Avenue,Sunset/Parkside
E981635,300 Block Of Turk  Street,Tenderloin
E981625,1400 Block Of Rhode Island  Street,Potrero Hill
E981636,400 Block Of Locust  Street,Presidio Heights
E981640,2800 Block Of 25th  Street,Mission
E981630,100 Block Of Harold  Avenue,Oceanview/Merced/Ingleside
E981626,500 Block Of Church  Street,Castro/Upper Market
E981627,900 Block Of Jackson  Street,Chinatown
E981631,1600 Block Of Page  Street,Haight Ashbury
E981642,200 Block Of Ellington  Avenue,Outer Mission
E981628,2100 Block Of Leavenworth  Street,Russian Hill
E981641,1800 Block Of Lyon  Street,Presidio Heights
E981651,1400 Block Of Valencia  Street,Mission
E981623,1400 Block Of Pacific  Avenue,Russian Hill
E981619,900 Block Of Duncan  Street,Noe Valley
E981618,1400 Block Of Valencia  Street,Mission
E981620,800 Block Of 27th  Avenue,Outer Richmond
E981622,500 Block Of 3rd  Avenue,Inner Richmond
E981624,1400 Block Of Pacific  Avenue,Russian Hill
E981616,1400 Block Of Valencia  Street,Mission
E981621,900 Block Of Junipero Serra  Boulevard,Oceanview/Merced/Ingleside
E981617,900 Block Of Holloway  Avenue,Oceanview/Merced/Ingleside
E981608,600 Block Of Spruce  Street,Presidio Heights
E981612,200 Block Of Balboa  Street,Inner Richmond
E981610,600 Block Of Burnett  Avenue,Twin Peaks
E981611,900 Block Of Oak  Street,Hayes Valley
E981613,1500 Block Of Ocean  Avenue,Oceanview/Merced/Ingleside
E981614,900 Block Of Oak  Street,Hayes Valley
E981606,1400 Block Of Rhode Island  Street,Potrero Hill
E981607,3200 Block Of Buchanan  Street,Marina
E981615,1400 Block Of 48th  Avenue,Sunset/Parkside
E981609,1500 Block Of 26th  Avenue,Sunset/Parkside
E981605,400 Block Of Elasco  Avenue,Visitacion Valley
E981600,200 Block Of Carl  Street,Inner Sunset
E981602,0 Block Of Chumasero  Drive,Lakeshore
E981598,800 Block Of South  Van Ness  Avenue,Mission
E981601,3300 Block Of 22nd  Street,Mission
E981596,1300 Block Of 45th  Avenue,Sunset/Parkside
E981603,200 Block Of Parnassus  Street,
E981604,100 Block Of 17th  Avenue,Outer Richmond
E981597,700 Block Of Pine  Street,Nob Hill
E981599,200 Block Of Carl  Street,Inner Sunset
E981589,700 Block Of Sweeny  Street,Portola
E981595,600 Block Of 29th  Street,Glen Park
E981594,1200 Block Of Treat  Avenue,Mission
E981593,500 Block Of 25th  Avenue,Outer Richmond
E981590,1000 Block Of Union  Street,Russian Hill
E981592,500 Block Of Lombard  Street,North Beach
E981591,1200 Block Of Treat  Avenue,Mission
E981581,300 Block Of Serrano  Drive,Lakeshore
E981586,1200 Block Of Laguna  Street,Western Addition
E981587,0 Block Of Rivas  Avenue,Lakeshore
E981571,4100 Block Of 24th  Street,Noe Valley
E981572,4100 Block Of 24th  Street,Noe Valley
E981574,1900 Block Of Page  Street,Haight Ashbury
E981569,1900 Block Of Page  Street,Haight Ashbury
E981570,4100 Block Of 24th  Street,Noe Valley
E981582,500 Block Of Shrader  Street,Haight Ashbury
E981588,1100 Block Of Kansas  Street,Potrero Hill
E981585,200 Block Of 8th  Avenue,Inner Richmond
E981580,0 Block Of Jasper  Street,
E981575,0 Block Of 14th  Street,Mission
E981583,100 Block Of Shotwell  Street,Mission
E981577,2000 Block Of Golden Gate  Avenue,Lone Mountain/USF
E981576,900 Block Of 14th  Street,Castro/Upper Market
E981579,100 Block Of Mateo  Street,Glen Park
E981573,1200 Block Of Oak  Street,Haight Ashbury
E981584,900 Block Of San Jose  Avenue,Glen Park
E981565,100 Block Of San Carlos  Street,Mission
E981568,1000 Block Of Howard  Street,South of Market
E981566,2100 Block Of Ocean  Avenue,West of Twin Peaks
E981567,3900 Block Of Noriega  Street,Sunset/Parkside
E981561,0 Block Of Virginia  Avenue,Bernal Heights
E981551,0 Block Of Potomac  Street,Haight Ashbury
E981553,1300 Block Of 21st  Avenue,Sunset/Parkside
E981560,400 Block Of Oak  Street,Hayes Valley
E981559,400 Block Of Oak  Street,Hayes Valley
E981552,1200 Block Of 3rd  Avenue,Inner Sunset
E981562,2200 Block Of Bay  Street,Marina
E981556,1500 Block Of 39th  Avenue,Sunset/Parkside
E981554,200 Block Of 30th  Street,Glen Park
E981558,400 Block Of Oak  Street,Hayes Valley
E981564,227200 Block Of Connecticut  Street,Potrero Hill
E981563,1200 Block Of Oak  Street,Haight Ashbury
E981549,300 Block Of Parnassus  Avenue,Inner Sunset
E981557,400 Block Of Oak  Street,Hayes Valley
E981550,1300 Block Of Castro  Street,Noe Valley
E981536,0 Block Of Sheridan  Street,South of Market
E981538,3400 Block Of 19th  Street,Mission
E981548,1000 Block Of Howard  Street,South of Market
E981546,0 Block Of Central  Avenue,Haight Ashbury
E981547,400 Block Of Arkansas  Street,Potrero Hill
E981537,100 Block Of 27th  Street,Noe Valley
E981540,3500 Block Of Broderick  Street,Marina
E981543,0 Block Of Hazelwood  Avenue,West of Twin Peaks
E981541,0 Block Of Wawona  Street,West of Twin Peaks
E981545,5300 Block Of Diamond Heights  Boulevard,Glen Park
E981544,1000 Block Of Bush  Street,Nob Hill
E981542,300 Block Of Arballo  Drive,Lakeshore
E981522,0 Block Of Walter  Street,Castro/Upper Market
E981539,2000 Block Of Vicente  Street,Sunset/Parkside
E981530,600 Block Of Cortland  Avenue,Bernal Heights
E981535,1300 Block Of 3rd  Avenue,Inner Sunset
E981533,700 Block Of Sweeny  Street,Portola
E981529,600 Block Of Parnassus  Avenue,Inner Sunset
E981534,1100 Block Of Florida  Street,Mission
E981528,600 Block Of 6th  Avenue,Inner Richmond
E981525,1700 Block Of 39th  Avenue,Sunset/Parkside
E981532,1600 Block Of Vallejo  Street,Marina
E981527,100 Block Of Valley  Street,Noe Valley
E981526,1500 Block Of Baker  Street,Pacific Heights
E981524,1300 Block Of Ortega  Street,Sunset/Parkside
E981523,800 Block Of 36th  Avenue,Outer Richmond
E981531,1700 Block Of 9th  Street,
E981506,900 Block Of Bush  Street,Nob Hill
E981513,3700 Block Of 26th  Street,Mission
E981519,100 Block Of 11th  Avenue,Inner Richmond
E981555,100 Block Of Louisburg  Street,Oceanview/Merced/Ingleside
E981516,200 Block Of Valencia  Street,Mission
E981517,2300 Block Of Bryant  Street,Mission
E981502,700 Block Of Madrid  Street,Excelsior
E981500,2300 Block Of Folsom  Street,Mission
E981518,800 Block Of Geary  Street,Tenderloin
E981515,2200 Block Of 27th  Avenue,Sunset/Parkside
E981512,3700 Block Of 26th  Street,Mission
E981501,0 Block Of Laussat  Street,Hayes Valley
E981511,1400 Block Of Grove  Street,Hayes Valley
E981510,100 Block Of Liberty  Street,Mission
E981509,2800 Block Of 18th  Street,Mission
E981514,3600 Block Of 23rd  Street,Mission
E981521,600 Block Of Ashbury  Street,Haight Ashbury
E981507,0 Block Of Lakeview  Avenue,Oceanview/Merced/Ingleside
E981503,500 Block Of Gonzalez  Drive,Lakeshore
E981505,0 Block Of Miller  Place,Chinatown
E981508,600 Block Of Spruce  Street,Presidio Heights
E981520,700 Block Of Union  Street,Chinatown
E981494,2500 Block Of 40th  Avenue,Sunset/Parkside
E981498,1800 Block Of Church  Street,Glen Park
E981499,2800 Block Of 22nd  Street,Mission
E981488,0 Block Of Rivas  Avenue,Lakeshore
E981496,400 Block Of Dolores  Street,Mission
E981492,600 Block Of Lawton  Street,Inner Sunset
E981486,2000 Block Of 20th  Avenue,Sunset/Parkside
E981491,1400 Block Of Church  Street,Noe Valley
E981490,1100 Block Of Kansas  Street,Potrero Hill
E981493,2300 Block Of Taraval  Street,Sunset/Parkside
E981497,4100 Block Of Anza  Street,Outer Richmond
E981487,500 Block Of Monterey  Boulevard,West of Twin Peaks
E981489,300 Block Of Turk  Street,Tenderloin
E981495,2700 Block Of Webster  Street,Marina
E981483,500 Block Of 14th  Street,Mission
E981474,6100 Block Of California  Street,Outer Richmond
E981479,1800 Block Of 19th  Avenue,Sunset/Parkside
